,Unnamed: 0,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
12208,12208,Bakı,DFSK,Glory 330 S,2022,Minivan,Qəhvəyi,1.5 L/115 a.g./Benzin,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",26 900 AZN,5.0,1.0,Avropa
12209,12209,Bakı,Toyota,Prado,2014,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,127 069 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 500 AZN,7.0,1.0,Avropa
12210,12210,Bakı,BMW,X5,2022,Offroader / SUV,Qara,2.0 L/218 a.g./Dizel,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",89 800 USD,5.0,1.0,Avropa
12211,12211,Bakı,Toyota,Prius,2008,Liftbek,Qızılı,1.5 L/76 a.g./Hibrid,214 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,1.0,Avropa
12212,12212,Bakı,Kia,Sorento,2015,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,138 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",45 700 AZN,7.0,1.0,Koreya
12213,12213,Bakı,Hyundai,Sonata,2017,Sedan,Mavi,2.0 L/274 a.g./Benzin,40 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 000 AZN,5.0,2.0,Amerika
12214,12214,Bakı,Mercedes,GLS 350,2017,Offroader / SUV,Qara,3.0 L/249 a.g./Dizel,170 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",68 500 USD,7.0,1.0,Rəsmi diler
12215,12215,Sumqayıt,Hyundai,Accent,2014,Sedan,Qara,1.4 L/107 a.g./Benzin,121 230 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 200 AZN,5.0,2.0,Rəsmi diler
12216,12216,Bakı,GMC,Terrain,2020,Offroader / SUV,Qara,1.5 L/170 a.g./Benzin,25 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 900 USD,5.0,2.0,Amerika
12217,12217,Bakı,Land Rover,Range Rover,2003,Offroader / SUV,Qızılı,4.4 L/286 a.g./Benzin,272 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 AZN,5.0,2.0,Amerika
12218,12218,Bakı,Land Rover,RR Sport,2020,Offroader / SUV,Qara,3.0 L/306 a.g./Benzin,53 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",94 500 USD,5.0,1.0,Avropa
12219,12219,Bakı,Hyundai,Accent,1996,Sedan,Çəhrayı,1.5 L/78 a.g./Benzin,245 869 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 600 AZN,5.0,2.0,Avropa
12220,12220,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0 L/265 a.g./Benzin,185 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",30 000 AZN,5.0,1.0,Amerika
12221,12221,Bakı,Hyundai,Sonata,2017,Sedan,Ağ,2.0 L/245 a.g./Benzin,98 781 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 500 AZN,5.0,1.0,Koreya
12222,12222,Bakı,BMW,X5,2004,Offroader / SUV,Gümüşü,3.0 L/231 a.g./Dizel,446 457 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 500 AZN,5.0,3.0,Avropa
12223,12223,Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0 L/145 a.g./Benzin,74 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 200 AZN,5.0,1.0,Koreya
12224,12224,Bakı,Opel,Astra,2006,Universal,Boz,1.3 L/90 a.g./Dizel,168 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,1.0,Avropa
12225,12225,Bakı,Opel,Vectra,1998,Sedan,Qara,2.0 L/136 a.g./Benzin,270 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 200 AZN,5.0,1.0,Avropa
12226,12226,Bakı,Chevrolet,Cruze,2015,Sedan,Qəhvəyi,1.4 L/141 a.g./Benzin,115 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 600 AZN,5.0,2.0,Amerika
12227,12227,Bakı,Toyota,Avensis,2010,Universal,Qara,2.2 L/150 a.g./Dizel,160 455 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 800 AZN,5.0,0.0,Avropa
12228,12228,Bakı,Suzuki,Grand Vitara,2013,Offroader / SUV,Ağ,2.4 L/169 a.g./Benzin,73 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 800 AZN,5.0,1.0,Rəsmi diler
12229,12229,Bakı,Hyundai,Accent,2008,Sedan,Göy,1.4 L/97 a.g./Benzin,149 673 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,2.0,Avropa
12230,12230,Bakı,Mitsubishi,Pajero,2003,Offroader / SUV,Ağ,3.0 L/180 a.g./Benzin,184 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,7.0,2.0,Rəsmi diler
12231,12231,Bakı,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L/122 a.g./Benzin,365 821 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 000 AZN,5.0,1.0,Avropa
12232,12232,Bakı,Opel,Vectra,1997,Sedan,Gümüşü,1.8 L/116 a.g./Benzin,327 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 800 AZN,5.0,3.0,Avropa
12233,12233,Bakı,Lexus,RX 330,2003,Offroader / SUV,Qara,3.3 L/233 a.g./Benzin,340 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,5.0,1.0,Avropa
12234,12234,Bakı,Land Rover,RR Velar,2017,Offroader / SUV,Yaş Asfalt,2.0 L/250 a.g./Benzin,51 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",63 000 USD,5.0,1.0,Amerika
12235,12235,Bakı,Kia,Ceed,2009,Universal,Qara,1.6 L/115 a.g./Dizel,177 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Avropa
12236,12236,Bakı,Opel,Combo,2007,Minivan,Qırmızı,1.6 L/94 a.g./Qaz,268 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,5.0,1.0,Avropa
12237,12237,Bakı,Hyundai,Elantra,2019,Sedan,Qara,2.0 L/150 a.g./Benzin,57 388 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 000 AZN,4.0,2.0,Amerika
12238,12238,Bakı,Nissan,Sentra,2012,Sedan,Qara,1.6 L/117 a.g./Benzin,144 500 km,Variator,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 900 AZN,5.0,2.0,Rəsmi diler
12239,12239,Bakı,Lexus,NX 350h,2022,Offroader / SUV,Qara,2.5 L/245 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",63 900 USD,5.0,1.0,Rəsmi diler
12240,12240,Bakı,Opel,Astra,2000,Universal,Gümüşü,1.6 L/110 a.g./Benzin,395 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",8 400 AZN,5.0,2.0,Avropa
12241,12241,Bakı,BMW,X1,2017,Offroader / SUV,Ağ,2.0 L/231 a.g./Benzin,54 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 500 USD,5.0,1.0,Amerika
12242,12242,Tərtər,LADA (VAZ),Priora,2013,Sedan,Ağ,1.6 L/106 a.g./Benzin,275 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 800 AZN,4.0,2.0,Rusiya
12243,12243,Bakı,Mitsubishi,Outlander,2022,Offroader / SUV,Ağ,2.5 L/181 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",41 900 USD,7.0,1.0,Avropa
12244,12244,Bakı,Toyota,Avalon,2022,Sedan,Qara,2.5 L/176 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",53 900 USD,5.0,1.0,Avropa
12245,12245,Bakı,Nissan,Note,2012,Hetçbek,Ağ,1.2 L/90 a.g./Benzin,39 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,1.0,Avropa
12246,12246,Bakı,Hyundai,Elantra,2016,Sedan,Ağ,1.6 L/132 a.g./Benzin,40 155 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 500 AZN,5.0,1.0,Koreya
12247,12247,Bakı,Hyundai,Grandeur,2017,Sedan,Qara,3.0 L/250 a.g./Benzin,71 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 000 USD,5.0,2.0,Rəsmi diler
12248,12248,Bakı,BMW,525,2015,Sedan,Ağ,2.0 L/218 a.g./Benzin,98 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 500 USD,5.0,3.0,Amerika
12249,12249,Bakı,Kia,Sportage,2015,Offroader / SUV,Qara,2.0 L/185 a.g./Dizel,107 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 900 AZN,5.0,1.0,Avropa
12250,12250,Bakı,Fiat,Fiorino,2013,Furqon,Boz,1.4 L/77 a.g./Benzin,282 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 200 AZN,2.0,1.0,Avropa
12251,12251,Bakı,BMW,320,2013,Sedan,Qara,2.0 L/184 a.g./Benzin,173 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 350 USD,5.0,1.0,Avropa
12252,12252,Bakı,Toyota,Prius,2017,Liftbek,Gümüşü,1.8 L/98 a.g./Hibrid,37 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 000 AZN,5.0,1.0,Rəsmi diler
12253,12253,Bakı,Land Rover,Discovery,2009,Offroader / SUV,Qızılı,2.7 L/190 a.g./Dizel,335 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 900 AZN,5.0,2.0,Avropa
12254,12254,Bakı,Kia,Ceed,2007,Hetçbek,Tünd qırmızı,1.4 L/109 a.g./Benzin,218 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 300 AZN,5.0,0.0,Avropa
12255,12255,Tərtər,LADA (VAZ),Priora,2013,Sedan,Ağ,1.6 L/106 a.g./Benzin,275 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 800 AZN,4.0,2.0,Rusiya
12256,12256,Bakı,BMW,528,2012,Sedan,Boz,2.0 L/245 a.g./Benzin,190 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 700 USD,5.0,1.0,Amerika
12257,12257,Bakı,LADA (VAZ),2107,1984,Sedan,Ağ,1.6 L/75 a.g./Benzin,25 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 300 AZN,4.0,3.0,Rusiya
12258,12258,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L/75 a.g./Benzin,62 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 900 AZN,5.0,2.0,Digər
12259,12259,Bakı,Mini,Clubman,2015,Hetçbek,Qara,2.0 L/272 a.g./Benzin,77 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 USD,5.0,1.0,Amerika
12260,12260,Bakı,Hyundai,Sonata,2015,Sedan,Boz,2.0 L/245 a.g./Hibrid,198 754 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 000 AZN,4.0,1.0,Amerika
12261,12261,Gəncə,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,158 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 500 AZN,7.0,1.0,Rəsmi diler
12262,12262,Bakı,Mercedes,E 240,2001,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,318 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Avropa
12263,12263,Sumqayıt,Ford,Transit,1993,Karvan,Ağ,2.5 L/85 a.g./Dizel,210 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",55 000 AZN,6.0,2.0,Avropa
12264,12264,Bakı,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,125 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 500 USD,5.0,1.0,Avropa
12265,12265,Ağcabədi,Mercedes,E 250,1992,Sedan,Qara,2.5 L/150 a.g./Dizel,444 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,5.0,1.0,Digər
12266,12266,Bakı,Renault,Megane,2010,Hetçbek,Yaş Asfalt,1.5 L/110 a.g./Dizel,338 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 300 AZN,5.0,1.0,Avropa
12267,12267,Bakı,Honda,Accord,2014,Sedan,Ağ,2.4 L/190 a.g./Benzin,190 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 500 AZN,5.0,1.0,Avropa
12268,12268,Bakı,Volkswagen,Tiguan,2018,Offroader / SUV,Ağ,2.0 L/200 a.g./Benzin,41 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 900 USD,5.0,1.0,Amerika
12269,12269,Bakı,Mercedes,Vito 111,2009,Van,Ağ,2.2 L/150 a.g./Dizel,302 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 900 AZN,5.0,2.0,Avropa
12270,12270,Qax,Opel,Vita,1996,Hetçbek,Göy,1.4 L/90 a.g./Benzin,263 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 800 AZN,5.0,3.0,Avropa
12271,12271,Bakı,Kia,Ceed,2007,Hetçbek,Qara,1.4 L/109 a.g./Benzin,207 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 700 AZN,5.0,2.0,Avropa
12272,12272,Masallı,LADA (VAZ),2107,2006,Sedan,Ağ,1.6 L/75 a.g./Benzin,158 400 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,5.0,1.0,Avropa
12273,12273,Gəncə,Chevrolet,Cruze,2013,Sedan,Yaş Asfalt,1.4 L/153 a.g./Benzin,232 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,1.0,Amerika
12274,12274,Şamaxı,Opel,Astra,2008,Universal,Mavi,1.4 L/90 a.g./Benzin,182 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 300 AZN,5.0,2.0,Avropa
12275,12275,Bakı,Chevrolet,Malibu,2016,Sedan,Gümüşü,1.5 L/160 a.g./Benzin,212 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 900 AZN,5.0,1.0,Amerika
12276,12276,Bakı,Kia,K7,2020,Sedan,Qara,2.4 L/200 a.g./Hibrid,62 704 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",72 000 AZN,5.0,1.0,Koreya
12277,12277,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L/75 a.g./Benzin,25 252 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 400 AZN,5.0,1.0,Avropa
12278,12278,Bakı,Audi,Q7,2017,Offroader / SUV,Yaş Asfalt,2.0 L/252 a.g./Benzin,29 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",45 500 USD,7.0,1.0,Amerika
12279,12279,Bakı,C.Moto,CMR-F8,2022,Motosiklet,Ağ,0.3 L/30 a.g./Benzin,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",4 900 AZN,2.0,1.0,Avropa
12280,12280,Bakı,Land Rover,RR Sport,2019,Offroader / SUV,Göy,3.0 L/340 a.g./Benzin,60 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",93 999 USD,5.0,1.0,Avropa
12281,12281,Bakı,Wuling,Mini EV,2022,Hetçbek,Mavi,0.0 L/27 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",11 770 USD,4.0,1.0,Rəsmi diler
12282,12282,Bakı,Mercedes,E 220,2018,Sedan,Göy,2.2 L/170 a.g./Dizel,101 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",49 900 USD,5.0,1.0,Avropa
12283,12283,Bakı,Mercedes,S 63 AMG,2009,Sedan,Qara,6.2 L/525 a.g./Benzin,135 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 500 USD,5.0,1.0,Avropa
12284,12284,Bakı,Jeep,Wrangler,2014,Offroader / SUV,Boz,3.6 L/284 a.g./Benzin,145 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 500 USD,5.0,3.0,Avropa
12285,12285,Bakı,Porsche,Cayenne,2013,Offroader / SUV,Ağ,3.6 L/300 a.g./Benzin,144 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 000 USD,5.0,2.0,Rəsmi diler
12286,12286,Bakı,LADA (VAZ),Niva,2016,Offroader / SUV,Göy,1.7 L/80 a.g./Benzin,157 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 000 AZN,5.0,1.0,Avropa
12287,12287,Lənkəran,Ford,Transit,2009,Mikroavtobus,Göy,2.2 L/140 a.g./Dizel,172 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,5.0,1.0,Avropa
12288,12288,Bakı,Mercedes,GL 450,2006,Offroader / SUV,Qara,4.7 L/340 a.g./Benzin,235 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 350 USD,7.0,1.0,Amerika
12289,12289,Bakı,BMW,530e,2021,Sedan,Boz,2.0 L/292 a.g./Plug-in Hibrid,7 311 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",68 900 USD,5.0,1.0,Avropa
12290,12290,Bakı,Land Rover,Range Rover,2022,Offroader / SUV,Boz,3.0 L/360 a.g./Benzin,1 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",224 000 USD,5.0,1.0,Rəsmi diler
12291,12291,Bakı,Toyota,FJ Cruiser,2021,Offroader / SUV,Ağ,4.0 L/276 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",62 500 USD,5.0,1.0,Avropa
12292,12292,Bakı,Kia,Rio,2006,Hetçbek,Boz,1.4 L/97 a.g./Benzin,191 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 800 AZN,5.0,1.0,Avropa
12293,12293,Bakı,BMW,528,2015,Sedan,Gümüşü,2.0 L/245 a.g./Benzin,140 979 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 USD,5.0,2.0,Amerika
12294,12294,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,214 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 800 AZN,7.0,0.0,Avropa
12295,12295,Bakı,Kia,K8,2021,Sedan,Qara,1.6 L/230 a.g./Hibrid,11 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",73 500 AZN,5.0,1.0,Koreya
12296,12296,Bakı,Lexus,ES 300h,2022,Sedan,Qara,2.5 L/215 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",63 500 USD,5.0,1.0,Avropa
12297,12297,Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L/136 a.g./Benzin,400 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,5.0,2.0,Avropa
12298,12298,Bakı,Mercedes,C 220,1995,Sedan,Gümüşü,2.2 L/150 a.g./Benzin,630 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 300 AZN,5.0,1.0,Avropa
12299,12299,Bakı,Mercedes,S 350,2008,Sedan,Qara,3.5 L/272 a.g./Benzin,185 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 500 USD,5.0,1.0,Avropa
12300,12300,Bakı,Khazar,LX,2021,Sedan,Qara,1.7 L/113 a.g./Benzin,95 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",11 000 AZN,4.0,1.0,Avropa
12301,12301,Sumqayıt,Mercedes,C 240,2001,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,341 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,5.0,2.0,Avropa
12302,12302,Bakı,Lexus,RX 350,2008,Offroader / SUV,Qara,3.5 L/272 a.g./Benzin,220 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",23 000 AZN,5.0,2.0,Avropa
12303,12303,Bakı,Kia,Sorento,2015,Offroader / SUV,Ağ,2.2 L/200 a.g./Dizel,164 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",46 400 AZN,7.0,2.0,Koreya
12304,12304,Bakı,Mercedes,C 220,2000,Universal,Gümüşü,2.2 L/146 a.g./Dizel,423 014 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 800 AZN,5.0,2.0,Avropa
12305,12305,Bakı,Kia,Sorento,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,148 652 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 800 AZN,7.0,1.0,Avropa
12306,12306,Bakı,Mercedes,E 270,2002,Sedan,Qara,2.7 L/177 a.g./Dizel,330 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 200 AZN,5.0,2.0,Avropa
12307,12307,Bakı,Mercedes,GL 350,2015,Offroader / SUV,Ağ,3.0 L/258 a.g./Dizel,205 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 500 USD,7.0,1.0,Rəsmi diler
12308,12308,Bakı,LADA (VAZ),2102,1977,Universal,Qırmızı,1.5 L/75 a.g./Benzin,25 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 200 AZN,5.0,1.0,Avropa
12309,12309,Bakı,Lexus,RX 350,2007,Offroader / SUV,Qara,3.5 L/270 a.g./Benzin,156 100 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 500 AZN,5.0,2.0,Avropa
12310,12310,Bakı,Geely,CK,2008,Sedan,Qara,1.5 L/94 a.g./Benzin,116 882 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 800 AZN,5.0,2.0,Avropa
12311,12311,Bakı,Opel,Mokka,2013,Offroader / SUV,Ağ,1.8 L/140 a.g./Benzin,88 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 500 AZN,5.0,2.0,Rəsmi diler
12312,12312,Bakı,Mercedes,S 500 4Matic,2022,Sedan,Qara,3.0 L/435 a.g./Benzin,2 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",191 000 USD,5.0,1.0,Avropa
12313,12313,Bakı,Mercedes,E 300 e,2021,Sedan,Yaş Asfalt,2.0 L/320 a.g./Plug-in Hibrid,7 131 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",63 000 USD,5.0,0.0,Avropa
12314,12314,Bakı,Mercedes,E 240,2001,Universal,Boz,2.4 L/170 a.g./Benzin,400 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,5.0,1.0,Avropa
12315,12315,Bakı,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5 L/215 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",59 000 USD,7.0,1.0,Dubay
12316,12316,Bakı,Mercedes,S 500 4Matic,2021,Sedan,Qara,3.0 L/435 a.g./Benzin,1 900 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",183 555 USD,5.0,1.0,Avropa
12317,12317,Bakı,Mazda,CX-9,2019,Offroader / SUV,Göy,2.5 L/231 a.g./Benzin,47 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 900 USD,7.0,1.0,Rəsmi diler
12318,12318,Bakı,Subaru,Forester,2022,Offroader / SUV,Mavi,2.0 L/150 a.g./Benzin,0 km,Variator,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",33 500 USD,5.0,1.0,Avropa
12319,12319,Bakı,Kia,Rio,2013,Sedan,Gümüşü,1.6 L/123 a.g./Benzin,286 463 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 500 AZN,4.0,1.0,Amerika
12320,12320,Bakı,Audi,Q3,2012,Offroader / SUV,Ağ,2.0 L/211 a.g./Benzin,205 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 800 AZN,5.0,2.0,Avropa
12321,12321,Bakı,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5.0 L/510 a.g./Benzin,151 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 USD,5.0,2.0,Avropa
12322,12322,Bakı,BMW,325,2008,Universal,Boz,3.0 L/197 a.g./Dizel,399 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,5.0,1.0,Avropa
